schema_type,title,notes,organization_title,language,license_id,privacy_impact_assessment_number,date_of_approval,metadata_created,metadata_modified,dkan_uri,dkan_node_id
pia-summaries,YuDriv Online Services,"The Department of Highways and Public Works (“HPW”) has created a suite of Online Services (“OLS”) for online access to selected services and documents provided by their Transport Services Branch (“TSB”). The OLS will allow for authenticated Online Users to access a suite of services online, without the need to present in-person at a government office. The OLS will facilitate members of the public having online, self-serve, access to several TSB services currently provided in person at TSB locations across the territory. 

The OLS system will be integrated within the existing YuDriv system, which is a staff-facing electronic information management system used across TSB to manage workflows, provide individuals with permits and other documentation, and manage any required payments.  YuDriv is an application-based solution that is hosted on YG servers, with data residing in Yukon. The YuDriv system will be the ‘source of truth’ for the OLS and all records and requests will be matched against the records held in YuDriv.

Online Users of the OLS will access the e-services through an account they create and managed online. The online account will gain access to OLS by binding the online account to a TSB client. Online accounts are created by the user online by entering basic account information and receiving an activation key. Online users can gain access to OLS only by binding the HPW online account to the HPW TSB YuDriv user. OLS will use an online account process that can easily be converted to use MyYukon when it is available",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2022-03,2022-02-28,2022-07-21 12:18:41,2022-07-21 12:18:41,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yudriv-online-services,56624
pia-summaries,COVID-19 Dashboard ArcGIS,"In effort to continue to prevent and reduce serious harm to the health and safety of Yukoners, enable individuals and organizations to assess whether such risks exists and mitigate them effectively, and ensure open access to records held by the Department of Health and Social Services (HSS) that is in the public interest, the department will be implementing a public-facing COVID-19 dashboard. This dashboard will ensure consistency in data availability, accuracy, and provide the public with clearly defined COVID-19 data that is relevant to the current pandemic and public health needs. The dashboard will leverage an existing information system, ArcGIS. No significant changes to the ArcGIS system will occur.

The COVID-19 dashboard contains both unidentifiable information and possibly identifiable personal health information. The department head is satisfied that open access of the COVID-19 data through the dashboard is in the public interest to make the information available without requiring an access request in accordance with the Access to Information and Privacy Protection Act s.39(c). The decision for unidentifiable information considered:
• Public interest, which is confirmed by the continued and increased volume requests for COVID-19 data by First Nation governments, community leaders, general public, media, and Yukon Government departments.
This decision to include possibly identifiable personal health information considered:
• Prevention or reduction of a risk of serious harm to the health and safety of individuals (Health Information Privacy and Management Act (HIPMA) s.58(h));
• Enabling the assessment of whether a risk of serious harm to the health and safety of individuals (HIPMA s.58(h));
• Potential privacy implications of disclosing information that could possible be re-identified in combination with another information resources (HIPMA s.2 ‘identifying information’, s.14, s.15, and s.16); and

This decision was documented in the Issue Note titled, ‘Updating external data sharing using a COVID-19 dashboard’ and approved by the Deputy Minister of HSS and signed-off by the Minister of HSS on January 5, 2022.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2022-05,2022-02-11,2022-07-21 13:28:25,2022-07-21 13:28:25,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/covid-19-dashboard-arcgis,56625
pia-summaries,Septic Disposal Permitting System,"The purpose of this project is, to enable the public, the ability to apply on-line for septic permits as well as the ability to view septic permit information. Environmental Health Services (EHS) is responsible for the regulatory process for the issuances of Permits to Install Sewage Disposal Systems in Yukon Territory. An approved Sewage Disposal System is required for all decentralized waste disposal systems, these systems serve all buildings that are not connected to community waste collection infrastructure.

EHS is implementing a new electronic information system, the “Sewage Disposal Permitting System (SDPS)”, which includes functionalities such as receiving applications, managing files, conducting assessments, managing correspondence, issuing permits, collecting fees, recording decision outcomes and monitoring. The system will replace an existing MS Excel and paper based system. Once implemented the system will allow installers and homeowners to submit applications for sewage disposal permits online (the name “portal” will be used to describe this online interface) and will be able to receive the required documentation and payments from applicants. The system will also allow EHS staff to manage the application, assessment, correspondence, and authorization information for the applicants. The contract for development of the SDPS has been awarded, and the software application is named Amanda, the vendor being Calytera. Meraki IT Group is a software company which is working on the customization and implementation of Amanda.

There will be an internal EHS component of SDPS, for use by EHS employees, as well as a public-facing component (portal), for use by applicants and permit holders. Access to the System will be very limited within Yukon Government (YG). Only a handful of users will have access, including eight (8) EHOs (Environmental Health Officers), two (2) EHS Administrators and the EHS Manager. The vendor (Calytera and Meraki IT) and ICT (Information and Communications Technology) will also have system support access. EHOs, EHS Administrators and EHS Manager are all employees of Environmental Health Services and Health and Social Services. EHOs are called “Health Officers” in the legislation, the term EHO and Health officer are equivalent. SDPS will be housed entirely within the YG infrastructure at the data centre managed by ICT, Highway and Public Works (HPW). Public users will access the system through a secure portal located in the demilitarized zone (DMZ).",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2021-01,2021-03-23,2022-07-21 13:37:19,2022-07-21 13:37:19,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/septic-disposal-permitting-system,56626
pia-summaries,Canadian Red Cross Emergency Services,"The Department of Health and Social Services ""HSS"", has identified an immediate need, as resulted from extreme weather event concerns across Yukon communities, for support to register and provide access to services to potential evacuees. Historically, HSS has provided these services through in-person service interactions. With the current COVID-19 outbreak and current lack of sufficient emergency response staffing resources, HSS will not be able to provide the in-person service.

To address the immediate need, the Canadian Red Cross (CRC) and HSS will establish a service agreement that enables the CRC to provide relevant emergency services. These services include electronic, phone and in-person registration of potential evacuees and funding support service to evacuees. The CRC will not be an agent of HSS, but will share information with HSS, with the individuals consent, to ensure appropriate access to services.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2021-02,2021-07-07,2022-07-21 13:42:10,2022-07-21 13:42:10,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/canadian-red-cross-emergency-services,56627
pia-summaries,Supervised Consumption Site,"Nationally, opioid and other substance use rates have increased steadily over the past decade. The increase in use rates, coupled with other factors such as unsafe illegal supply and the Covid-19 pandemic, has led to an increase in injury and overdoses. The rate of the injury and overdose resulting from substance use has led many jurisdictions throughout Canada to open Supervised Consumption Sites (“SCS”) as a way of reducing harm directly and indirectly resulting from substance use. 

SCS are medically supervised facilities that provide a safer, hygienic environment in which individuals can consume drugs under the supervision of a health care professional without the risk of arrest for drug possession. Individuals consume their substances under the supervision of a staff member who is trained to spot the signs of, and reverse, overdose. SCS do not provide the substances. SCS operate based on an approved temporary or permanent exemption issued by Health Canada. 

SCS have seen success in lowering overdose, hospitalization, and death rates, as well as providing support services (such as counselling, medical treatment, and detox) to populations that have been historically hard to reach with government sponsored programs. Yukon has not been immune to this increase in user rates and, to quote Yukon’s then Chief Medical Officer Dr. Brendan Hanley on April 22, 2021 ""The pace of opioid deaths [in Yukon] is continuing at a terrifying rate"". In 2020 the Department of Health and Social Services (“HSS”), Mental Wellness and Substance Use Services (“MWSU”) Branch was mandated to create a SCS program for the health and safety of individuals. The opening of the SCS is supported by Dr. Hanley who stated on April 22, 2021: “This may seem like it's endorsing or supporting drug use, but in fact what happens is that overdoses are prevented and people do get connected to supports, medical care counselling, access to treatment"".

Yukon’s SCS will operate under a temporary exemption from the Controlled Substances Directorate, Health Canada that provides the necessary authority to operate a supervised consumption site. The exemption expires September 30, 2022. YG will work to secure a permanent exemption under 56(1) of the Controlled Drugs and Substances Act.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2021-03,2021-09-21,2022-07-21 13:47:23,2022-07-21 13:47:23,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/supervised-consumption-site,56628
pia-summaries,"Licensing, Inspections and Permitting System (LIPS)","Yukon Liquor Corporation (YLC) is designated as the distributor corporation for cannabis in the Yukon pursuant to the ""Cannabis Control and Regulation Act"", and as the distributor corporation for liquor in the Yukon pursuant to the ""Liquor Act"". YLC is therefore responsible for the collection of information related to cannabis and liquor license and permit applications, to provide to the Cannabis Licensing Board at the Liquor Licensing Board (""the Boards"") for decision-making. 

The Regulatory Service branch within YLC prepares analyses of applications for the review of the Boards, administers all aspects of licensing services, and enforces the Cannabis Control and Regulation Act, Liquor Act, and their regulations. YG is in the process of designing and implementing a new ""licensing, inspections and permitting system"" (LIPS or the ""System"") for YLC. LIPS includes the functionalities of receiving applications, managing files, conducting assessments, conducting consultations, managing correspondence, issuing licenses and permits, collecting fees, and monitoring enforcement.

The contract for development of LIPS has been awarded, and the software application is named Amanda, the vendor being Calytera. The proposed system will replace the current MS Access and paper-based system. The proposed system once implemented will allow businesses to submit applications for liquor and cannabis licenses and permits online and to receive the required documentation and payments from the businesses. This will allow for increased efficiency, accuracy and information security for the licensing and permitting processes within YLC.

YLC users will manage the application, assessment, correspondence, and authorization information for the businesses that apply. Migration of data from the existing MS Access and paper-based system to the new system will be completed once LIPS is operational. After migration occurs, the current MS Access and paper-based system will be decommissioned.",Yukon Liquor Corporation,,OGL-Yukon-2.0,YLC-PIA-2021-01,2021-02-03,2022-07-21 14:09:46,2022-07-21 14:09:46,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/licensing-inspections-and-permitting-system,56629
pia-summaries,Archives Digital Transfer Tool,"This project is to start a new service to expand the disposition process to include transfer of digital public records from public bodies to Yukon Archives.

The Yukon Archives is mandated under the Archives Act to acquire and give appropriate access to public records in all formats. The Archives, Records Centre and Departmental Records Officers have well established procedures for transfer of public records. However, currently only analogue records (paper, video and audio tapes, etc.) are being transferred because the Archives does not have the ability to securely transfer digital records.

Methods such as Secure File Transfer (SFT) or using digital carriers such as external hard drives do exist but are undesirable and are not used. For example, SFT limits the size of transfers and strips metadata, lessening the authenticity of the records. Digital carriers introduce unnecessary risk as they remove records from the secure YG environment and can be easily misplaced. Metadata is also changed when using this method and workarounds (such as digital forensic techniques) are complicated and resource heavy.

At the last government transition in 2016 there was attempt to transfer digital records from the Executive Council Office to the Archives through the use of a shared folder. This did not proceed and only analogue records were transferred at that time. In January 2020, Yukon Archives hired a new Digital Archivist. One of their priorities is to work with Information and Communication Technology (ICT) to develop a secure method to transfer digital records. The Digital Archivist has been working closely with Govern Records Archivists to review, and adapt if necessary, the disposition and transfer process to better include digital records.",Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2021-01,2021-01-19,2022-07-21 15:14:15,2022-07-21 15:14:15,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/archives-digital-transfer-tool,56630
pia-summaries,ATIPP Central Shared Service,"The central shared service Access and Privacy Analyst have the role of Designated Access Officer (DAO) for client public bodies. A DAO is a public body's employee designated in writing as per section 87 (1) of the ATIPP Act. From this point forward in this PIA, the central shared service Access and Privacy Analysts will be referred to as DAOS.

This initiative produces capacity for public bodies to comply with the ATIPP Act through delivery of a centralized service for response to access requests for information. The DAOS deliver services for the public bodies who engage in the centralized service. The DAOs work in a central location in the ATIPP Office, have access to joint resources, and apply a consistent central process to handle and respond to access requests.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2021-01,2021-11-03,2022-07-21 15:25:16,2022-07-21 15:25:16,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/atipp-central-shared-service,56631
pia-summaries,Societies Legislation,"The existing societies legislation is outdated. It is being modernized and replaced by a completely new statute and regulations. The new societies legislation will align with modern regulatory approaches in Canada. It will also provide societies with greater accountability and
increased ability to manage their own affairs, by providing clear direction on requirements, duties, and obligations.

The Corporate Statutes Amendment Act, received assent in Dec 2020, amended the new 2018 Societies Act, along with the new regulations, is hoped to be proclaimed on Feb 15, 2021.",Community Services,,OGL-Yukon-2.0,CS-PIA-2021-01,2021-02-23,2022-07-21 15:28:54,2022-07-21 15:28:54,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/societies-legislation,56632
pia-summaries,Water Wells Registry,"Tracking and monitoring water wells is part of the mandate for the Department of Environment. The Water Resources Branch (WRB) administers the ‘Yukon Water Well Registry’ (YWWR), which is a collection of forms that are created at the time of drilling a groundwater well. These forms contain information on construction details (i.e. depth and diameter of well, etc.) and subsurface conditions (geology, depth to water, etc.) of a well. Some of the forms also contain information used for administrative purposes or to locate the well.

The driver of the current project was the Yukon Water Strategy and Action Plan (2014) which called to “enhance the centralized groundwater database and make it available through YukonWater.ca”. The action plan notes that at present, there is no legislation in place requiring licensing or permitting of water well drilling, but that the government undertakes groundwater protection through the Waters Act and encourages drillers to follow the Canadian Ground Water Association’s Guidelines for Water Well Construction.

In order to enhance and formalize the existing groundwater program in Yukon, the Action Plan suggests developing and implementing an online process for the voluntary submission of water well drilling logs in the interim while a regulatory framework to make submissions mandatory is developed. In this project, information is data about the water well records.",Environment,,OGL-Yukon-2.0,ENV-PIA-2020-01,2020-02-20,2022-07-21 15:36:27,2022-07-21 15:36:27,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/water-wells-registry,56633
pia-summaries,Infor FMS Masterpiece 4.0,"The Corporate Financial Systems (CFS) are operated and maintained by the Department of Finance. CFS includes a wide range of systems and applications that support the ongoing financial operations of the government. These systems and applications are crucial to the operation of the government as they allow for the ordering of goods and services, payment of vendors, receipt and processing of payments to the government, as well as, facilitate the production of the Public Accounts each year. The CFS are a tool by which the Department of Finance meets its obligation under the Financial Administration Act to be stewards of public funds.

The Department of Finance is looking to upgrade and modernize the applications, programs, systems, and infrastructure for the Government of Yukon's main financial system. The project has been undertaken in order to eliminate the current risk associated with obsolete and non-supported hardware and software. At present, there are a number of components within the corporate financial systems which present a significant risk to the on-going operation of the CFS critical systems. Hence, considering the presence of clear risk to ongoing financial operations, the Department of Finance has embarked on the project that focuses mainly on upgrading of the Infor FMS Masterpiece version 3.0 to 4.0.",Finance,,OGL-Yukon-2.0,FIN-PIA-2020-01,2020-07-27,2022-07-22 08:40:45,2022-07-22 08:41:17,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/infor-fms-masterpiece-40,56634
pia-summaries,CollectiveAccess,"The project will see the implementation of a web-based, open-source collections management system called CollectiveAccess (CA) to replace the existing proprietary system used by Yukon museums and First Nation cultural centres as a tool to manage and document their collections. CA is highly customizable and allows for the cataloguing of a variety of collection types, objects, art, archival material, and specimens held in Yukon institutions. CA allows users to create and describe relationships between different record types and construct hierarchical relationships for collections using commonly accepted museum and archival standards. Amongst its many features, CA has nuanced search and browse tools, customized reporting tools, mapping tools for geo-referencing, batch edit and import capabilities and granular access control to specific fields or records by type (controlled by user or group) to enable users to catalogue their collections more effectively ad consistently.",Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2020-01,2020-10-26,2022-07-22 09:13:23,2022-07-22 09:13:23,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/collectiveaccess,56635
