schema_type,title,notes,topics,tags,internal_contact_name,internal_contact_email,organization_title,custodian,homepage_url,internal_notes,language,license_id,publication_required_under_atipp_act,publication_type_under_atipp_act,metadata_created,metadata_modified,dkan_uri,dkan_node_id
information,Privacy Breach Procedures,,,"atipp_registry,general guidance,privacy breach",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,,,,OGL-Yukon-2.0,,,2021-05-18 17:03:08,2021-12-08 11:06:02,https://open.yukon.ca/access-information/documents/privacy-breach-procedures,54085
information,DPO Toolkit May 2021 MPB,,,"atipp_registry,ministerial public body toolkits,privacy breach,toolkit",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,,,,OGL-Yukon-2.0,,,2021-05-18 17:14:01,2021-12-03 17:23:02,https://open.yukon.ca/access-information/documents/dpo-toolkit-may-2021-mpb,54087
information,DPO Toolkit May 2021 PB,,,"atipp_registry,prescribed statutory and entity toolkits,privacy breach,toolkit",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,,,,OGL-Yukon-2.0,,,2021-05-18 17:21:10,2021-07-06 18:04:41,https://open.yukon.ca/access-information/documents/dpo-toolkit-may-2021-pb,54089
information,Yukon Corrections: Yukon Community Corrections Policy Manual,Corrections policies published by the Department of Justice,"Law,Persons","corrections,policies,yukon corrections",Fiona Azizaj,Fiona.Azizaj@yukon.ca,Justice,Justice,,,english,OGL-Yukon-2.0,Yes,departmental_manuals_and_policy_statements,2021-05-28 13:19:45,2021-07-06 18:04:41,https://open.yukon.ca/information/publications/yukon-corrections-yukon-community-corrections-policy-manual,54095
information,Chief Medical Officer of Health and Population and Public Health reports,Publications released by the Chief Medical Officer of Health and publications related to population and public health assessment.,Health and safety,"cmoh,health,health reports,population health,public health",Samantha Salter,Samantha.salter@yukon.ca,Health and Social Services,HSS - Chief Medical Officer of Health and the Population and Public Health Evidence and Evaluation (PPHEE) branch,,,english,OGL-Yukon-2.0,No,information_or_record_available_to_public_without_access_request,2021-06-23 17:31:08,2025-06-25 20:53:54,https://open.yukon.ca/information/publications/chief-medical-officer-health-and-population-and-public-health-reports,54316
information,CMOH COVID-19 Guidelines and Letters,These are the collected guidelines and letters from the Chief Medical Officer of Health during the COVID-19 pandemic.,Health and safety,"cmoh,covid-19,health",,,Health and Social Services,,,,,OGL-Yukon-2.0,,,2021-06-23 19:17:03,2021-07-06 18:04:41,https://open.yukon.ca/information/publications/cmoh-covid-19-guidelines-and-letters,54323
information,Activity reports on the administration of the ATIPP Act,Annual reports outlining activities related to the administration of the Access to Information and Protection of Privacy (ATIPP) Act,Government and politics,"access to information,annual reports,atipp",ATIPP Office,privacy@yukon.ca,Highways and Public Works,HPW - Corporate Information Management,,,english,OGL-Yukon-2.0,Yes,information_or_record_available_to_public_without_access_request,2021-06-25 15:34:15,2022-04-27 15:24:18,https://open.yukon.ca/information/publications/activity-reports-administration-atipp-act,54327
information,Resources for statutory officers,,,atipp_registry,,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2021-07-08 11:20:15,2021-07-08 11:21:01,https://open.yukon.ca/access-information/documents/resources-statutory-officers,54342
information,PIA Template,,,"atipp_registry,ministerial public body templates",,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2021-08-04 08:49:44,2021-12-01 00:38:02,https://open.yukon.ca/access-information/documents/pia-template,54369
information,PIA Guidance,,,"atipp_registry,general guidance",,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2021-08-04 08:51:09,2021-12-23 20:04:01,https://open.yukon.ca/access-information/documents/pia-guidance,54371
information,Guide to Calculating Final Costs,This document provides guidance to Designated Access Officers to understand how to process final costs.,,"atipp_registry,access and privacy officer guidance",,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2021-09-01 10:42:37,2022-08-09 09:26:04,https://open.yukon.ca/access-information/documents/guide-calculating-final-costs,54388
information,Guidance for Requesting an Extension: Section 62(2)(a)(i),Section 62(2)(a)(i) of the Access to Information and Protection of Privacy Act (ATIPP Act) gives the Access and Privacy Officer (APO) the ability to extend the time for a public body to respond to an access request.,,"atipp_registry,access and privacy officer guidance",,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2021-09-01 11:12:02,2021-09-01 11:22:27,https://open.yukon.ca/access-information/documents/guidance-requesting-extension-section-622ai,54390
information,FAQ for Access Information Registry,General Guidance,,"atipp_registry,atipp training,general guidance",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,,,,OGL-Yukon-2.0,,,2021-11-03 10:15:34,2021-11-03 10:17:45,https://open.yukon.ca/access-information/documents/faq-access-information-registry,54476
information,Yukon Land Titles Registry (YLTR),,,"atipp,financial,parcel,registry",Yukon Land Titles,ltoenquiries@yukon.ca,Justice,Justice,,,,OGL-Yukon-2.0,,,2021-11-18 09:35:40,2024-04-26 15:43:04,https://open.yukon.ca/information/publications/yukon-land-titles-registry-yltr,54490
information,Yukon Community Libraries Facilities Review,"The Yukon Government is in the process of evaluating the needs of its 14 community libraries. This Facilities Review will assess the libraries across various measures, looking at community demographics, operations and staffing, public accommodation, collection, and space provisions.
The review will provide the client and others, short and long-term recommendations based on the needs expressed by the libraries as well as general trends in library services.
It will also provide the client and others with a reference manual that can be used to assist in the development of design as well as administrative and organization policies and new services and operational procedures.
This review will additionally provide project approval and funding authorities with a business case, identifying capital and operational costs and include an implementation plan providing a schedule of capital improvements and/or new construction.",Arts music and literature,,Stacie Zaychuk,Stacie.Zaychuk@yukon.ca,Community Services,"Resources Planning Group, Inc",https://yukon.ca/en/yukon-public-libraries,,,OGL-Yukon-2.0,,,2021-11-18 17:16:05,2021-11-18 17:26:30,https://open.yukon.ca/information/publications/yukon-community-libraries-facilities-review,54497
information,Yukon Advisory Council on Women’s Issues Annual Report 2020-21,"A record of meetings, events and actions taken by the Yukon Advisory Council on Women’s Issues for the stated year","Government and politics,Persons,Society and culture","advisory council,ministerial advisory council,women's issues,yacwi",Women and Gender Equity Directorate,stephanie.coulthard@yukon.ca,Women and Gender Equity Directorate,Women and Gender Equity Directorate,https://yukon.ca/en/your-government/boards-and-committees/advisory-council-womens-issues-yukon#about-the-advisory-council-on-women%E2%80%99s-issues-yukon,,,OGL-Yukon-2.0,,,2021-11-29 15:43:24,2021-11-29 15:49:24,https://open.yukon.ca/information/publications/yukon-advisory-council-women’s-issues-annual-report-2020-21,54515
information,Yukon Sport Action Plan,"This plan will guide direction, funding and focus for the future of sport in the Yukon.",Society and culture,"s&r,sport and recreation",Stacie Zaychuk,Stacie.Zaychuk@yukon.ca,Community Services,Yukon government,,,,OGL-Yukon-2.0,,,2022-01-24 09:47:17,2022-01-24 10:24:00,https://open.yukon.ca/information/publications/yukon-sport-action-plan,54588
information,Yukon Community Recreation Planning Toolkit,This toolkit is to help communities identify local recreation priorities and create a community recreation plan.,Society and culture,"s&r,sport and recreation",Stacie Zaychuk,Stacie.Zaychuk@yukon.ca,Community Services,CS - Sport and Recreation,https://yukon.ca/en/arts-and-culture/sports-and-recreation,,,OGL-Yukon-2.0,,,2022-01-24 10:24:26,2024-10-15 14:21:35,https://open.yukon.ca/information/publications/yukon-community-recreation-planning-toolkit,54590
information,Yukon Active Living Strategy,"The strategy supports the quality of life of individual Yukoners and healthy and sustainable Yukon communities through the promotion and support of recreation, physical activity and sport.",Society and culture,,Stacie Zaychuk,Stacie.Zaychuk@yukon.ca,Community Services,Yukon government,https://yukon.ca/en/arts-and-culture/sports-and-recreation,,,OGL-Yukon-2.0,,,2022-01-24 10:28:42,2022-01-24 10:31:04,https://open.yukon.ca/information/publications/yukon-active-living-strategy,54592
information,Guidance Calculating Final Costs for Access Requests SB,This document provides guidance to Designated Access Officers to understand how to process final costs.,,"atipp_registry,ministerial public body templates",,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2022-02-03 10:30:17,2022-02-03 10:31:21,https://open.yukon.ca/access-information/documents/guidance-calculating-final-costs-access-requests-sb,54617
information,Guidance Calculating Final Costs for Access Requests MB,This document provides guidance to Designated Access Officers to understand how to process final costs.,,"atipp_registry,ministerial public body templates",,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2022-02-03 10:32:56,2022-02-03 10:33:18,https://open.yukon.ca/access-information/documents/guidance-calculating-final-costs-access-requests-mb,54619
information,2022–23 Operation and & maintenance and capital estimates,"Operation and maintenance main estimates for the Government of Yukon 2022–23 budget. This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 35th Legislature, Yukon Legislative Assembly. March 2022, Whitehorse, Yukon.",Government and politics,"2022,2022-23,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://open.yukon.ca/,,,OGL-Yukon-2.0,Yes,,2022-03-23 12:40:23,2022-03-23 13:44:23,https://open.yukon.ca/information/publications/2022–23-operation-and-maintenance-and-capital-estimates,54704
information,2020–21 Operation and maintenance and capital estimates,"These budget documents represent the final printed publications which are the official record.
Prepared by the Department of Finance under the direction of Management Board.
3rd Session of the 34th Legislature
Yukon Legislative Assembly
March 2020
Whitehorse, Yukon",Government and politics,"2020,2020-21,operation and maintenance main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://open.yukon.ca/,,,OGL-Yukon-2.0,Yes,,2022-03-23 13:59:29,2024-08-12 13:03:15,https://open.yukon.ca/information/publications/2020–21-operation-and-maintenance-and-capital-estimates,54741
information,2021–22 Operation and maintenance and capital estimates,"These budget documents represent the final printed publications which are the official record.
Prepared by the Department of Finance under the direction of Management Board.
1st Session of the 35th Legislature
Yukon Legislative Assembly
May 2021
Whitehorse, Yukon
The 34th Legislative Assembly was dissolved on March 12, 2021. You can find budget bills tabled prior to the 2021 territorial election on the Yukon Legislative Assembly website.",Government and politics,"2021,2021-22,operation and maintenance main estimates",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://open.yukon.ca/,,,OGL-Yukon-2.0,Yes,,2022-03-23 17:12:46,2022-04-01 16:42:21,https://open.yukon.ca/information/publications/2021–22-operation-and-maintenance-and-capital-estimates,54777
information,2020–21 Budget,"Government of Yukon 2020-21 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 3rd Session of the 34th Legislature, Yukon Legislative Assembly. March 2020, Whitehorse, Yukon.",Government and politics,"2020,2020-21,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2022-03-23 18:00:03,2025-05-16 11:44:25,https://open.yukon.ca/information/publications/2020–21-budget,54814
information,2021–22 Budget,"Government of Yukon 2021-22 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 35th Legislature, Yukon Legislative Assembly. May 2021, Whitehorse, Yukon.",Government and politics,"2021,2021-22,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2022-03-23 18:13:15,2025-05-16 11:41:59,https://open.yukon.ca/information/publications/2021–22-budget,54820
information,2020–21 Supplementary information and statistics,This supplementary information was prepared by each department. It was released at the same time as the Main Estimates for the Government of Yukon 2020–21 Budget.,Government and politics,"2020,2020-21,publication,supplementary information and statistics",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2022-03-24 12:19:34,2022-04-01 16:36:29,https://open.yukon.ca/information/publications/2020–21-supplementary-information-and-statistics,54824
information,2020–21 Supplementary estimates no. 1,"Prepared by the Department of Finance under the direction of Management Board.

3rd Session of the 34th Legislature
Yukon Legislative Assembly
October, 2020
Whitehorse, Yukon",Government and politics,"2020,2020-21,publication,supplementary estimates 1",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2022-03-24 12:38:03,2022-04-01 16:36:33,https://open.yukon.ca/information/publications/2020–21-supplementary-estimates-no-1,54834
information,2020–21 Supplementary estimates no. 2,"Prepared by the Department of Finance under the direction of Management Board.
1st Session of the 35th Legislature
Yukon Legislative Assembly
May 2021
Whitehorse, Yukon

The 34th Legislative Assembly was dissolved on March 12, 2021. You can find budget bills tabled prior to the 2021 territorial election on the Yukon Legislative Assembly website.",Government and politics,"2020,2020-21,publication,supplementary estimates 2",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2022-03-24 13:03:37,2022-04-05 12:33:45,https://open.yukon.ca/information/publications/2020–21-supplementary-estimates-no-2,54858
information,2021–22 Additional information and statistics,"This supplementary information was prepared by each department. It was released at the same time as the 2020–21 Budget.

For further details contact departments.",Government and politics,"2021,2021-22,additional information and statistics,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2022-03-24 13:33:50,2022-04-01 16:42:17,https://open.yukon.ca/information/publications/2021–22-additional-information-and-statistics,54883
information,2021–22 Supplementary estimates no. 1,"Prepared by the Department of Finance under the direction of Management Board.

1st Session of the 35th Legislature
Yukon Legislative Assembly
October, 2021
Whitehorse, Yukon",Government and politics,"2021,2021-22,publication,supplementary estimates 1",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2022-03-24 13:45:55,2022-04-01 16:42:12,https://open.yukon.ca/information/publications/2021–22-supplementary-estimates-no-1,54896
information,2021–22 Supplementary estimates No. 2,"Prepared by the Department of Finance under the direction of Management Board.

1st Session of the 35th Legislature
Yukon Legislative Assembly
March 2022
Whitehorse, Yukon.",Government and politics,"2021,2021-22,publication,supplementary estimates 2",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2022-03-24 14:22:51,2022-04-01 16:42:07,https://open.yukon.ca/information/publications/2021–22-supplementary-estimates-no-2,54916
information,2019–20 Supplementary estimates no. 3,"Prepared by the Department of Finance under the direction of Management Board.

3rd Session of the 34th Legislature
Yukon Legislative Assembly
October, 2020

Whitehorse, Yukon",Government and politics,"2019,2019-20,publication,supplementary estimates 3",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,,,,OGL-Yukon-2.0,,,2022-03-29 13:20:40,2024-03-22 14:23:37,https://open.yukon.ca/information/publications/2019–20-supplementary-estimates-no-3,54944
information,2019–20 Operation and maintenance and capital estimates,"These budget documents represent the final printed publications which are the official record.

Prepared by the Department of Finance
Under the direction of Management Board

2nd Session of the 34th Legislature
Yukon Legislative Assembly
March, 2019
Whitehorse, Yukon",Government and politics,"2019,2019-20,operation and maintenance main estimates",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,,,,OGL-Yukon-2.0,,,2022-03-30 16:47:17,2024-08-12 13:06:28,https://open.yukon.ca/information/publications/2019–20-operation-and-maintenance-and-capital-estimates,54960
information,Liquor products and prices,,,"liquor,wholesale",Yukon liquor,yukon.liquor@yukon.ca,Yukon Liquor Corporation,Yukon liquor,,,,OGL-Yukon-2.0,,,2022-04-06 14:44:17,2024-01-27 15:50:56,https://open.yukon.ca/information/publications/liquor-products-and-prices,55035
information,ATIPP Annual Report Apr 2019 - Mar 2020,,,"atipp_registry,annual reports,atipp office",,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2022-04-27 15:29:04,2022-04-27 15:31:28,https://open.yukon.ca/access-information/documents/atipp-annual-report-apr-2019-mar-2020,55123
information,ATIPP Annual Report Apr 2020 - Mar 2021,,,"atipp_registry,annual reports,atipp office",,,ATIPP Office,,,,,OGL-Yukon-2.0,,,2022-04-27 15:33:44,2022-04-27 15:34:17,https://open.yukon.ca/access-information/documents/atipp-annual-report-apr-2020-mar-2021,55126
information,Yukon state of the environment reports,"State of the environment reports provide updates on research and monitoring efforts for climate change, air, water, landscape and fish and wildlife in the territory.",Nature and environment,"annual reports,publication",Michal Wojcik,michal.wojcik@yukon.ca,Environment,"ENV - Policy, Planning and Aboriginal Relations",https://yukon.ca/state-environment,,multiple_languages,OGL-Yukon-2.0,No,final_reports_providing_advice_or_recommendations_to_public_body,2022-07-08 15:36:47,2022-07-20 15:21:57,https://open.yukon.ca/information/publications/yukon-state-environment-reports,56588
information,Plans and Reports - Recycling,Department of Environment plans and reports regarding recycling in the Yukon.,Nature and environment,"plan,publication,report",,,Environment,,,,,OGL-Yukon-2.0,,,2022-08-02 08:23:31,2022-08-02 08:25:34,https://open.yukon.ca/information/publications/plans-and-reports-recycling,56661
information,Minister letters,These are the minister letters released by Yukon government cabinet members.,Government and politics,,,,Executive Council Office,,,,,OGL-Yukon-2.0,,,2022-09-21 14:10:23,2022-09-21 14:49:27,https://open.yukon.ca/information/publications/minister-letters,56743
information,2020-21 Public Accounts,"Government of Yukon 2020–21 Yukon Public Accounts. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 35th Legislature, Yukon Legislative Assembly. October 2021, Whitehorse, Yukon.",Government and politics,"2020,2020-21,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,,,,OGL-Yukon-2.0,Yes,,2022-10-26 15:37:28,2025-05-16 11:41:10,https://open.yukon.ca/information/publications/2020-21-public-accounts,56788
information,Historical COVID-19 Dashboard Data,"Historical COVID-19 Dashboard Data from March 1, 2020 to October 31, 2022.

New COVID-19 data is now reported as part of a [respiratory surveillance report](https://yukon.ca/en/read-respiratory-surveillance-report) for the Yukon.
",Health and safety,"covid-19,data,population health,public health",Department of Health and Social Servcies,hss@yukon.ca,Health and Social Services,Health and Social Servcies,,"Document type=Open file ,Published year=2022",,OGL-Yukon-2.0,,,2022-11-10 12:58:16,2025-06-25 20:53:42,https://open.yukon.ca/information/publications/historical-covid-19-dashboard-data,56841
information,Annual report for 2021-2022,ATIPP Act Annual Reports,,"atipp_registry,annual reports",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,,,,OGL-Yukon-2.0,,,2022-11-22 16:24:54,2024-07-18 13:35:35,https://open.yukon.ca/access-information/documents/annual-report-2021-2022,56868
information,Clinton Creek mine site reports,Historical and current reports on remediation efforts at the Clinton Creek abandoned mine site.,Science and technology,,Assessment and Abandoned Mines,yukonabandonedmines@yukon.ca,"Energy, Mines and Resources",Assessment and Abandoned Mines,,,,OGL-Yukon-2.0,,,2023-02-03 10:42:21,2023-10-05 12:05:15,https://open.yukon.ca/information/publications/clinton-creek-mine-site-reports,57032
information,New minerals legislation – engagement materials,"Discussion papers and infosheets related to the 2023 new minerals legislation.

Documents de consultation et fiches d’information sur la nouvelle législation sur les ressources minérales de 2023. Les documents en français suivent.",Science and technology,mining,Environment,EnvironmentYukon@yukon.ca,Environment,ENV,,,,OGL-Yukon-2.0,,,2023-02-07 16:20:08,2024-05-16 10:52:12,https://open.yukon.ca/information/publications/new-minerals-legislation-–-engagement-materials,57081
information,Yukon Advisory Council on Women’s Issues Annual Report 2021-22,"A record of meetings, events and actions taken by the Yukon Advisory Council on Women’s Issues for the stated year.",,"advisory council,ministerial advisory council,women's issues,yacwi",Government of Yukon Women and Gender Equity Directorate,stephanie.nevin@yukon.ca,Women and Gender Equity Directorate,Government of Yukon Women and Gender Equity Directorate,https://open.yukon.ca/search?query=Yukon%20Advisory%20Council%20on%20Women%E2%80%99s%20Issues%20Annual%20Report&sort_by=search_api_relevance,Published year=2022,,OGL-Yukon-2.0,,,2023-02-09 17:54:56,2024-05-16 10:59:37,https://open.yukon.ca/information/publications/yukon-advisory-council-women’s-issues-annual-report-2021-22,57119
information,2022–23 Budget,"Government of Yukon 2022–23 Budget.
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 35th Legislature, Yukon Legislative Assembly. March 2022, Whitehorse, Yukon.",Government and politics,"2022,2022-23,publication",Online Communications and Products Analyst,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2023-03-03 08:51:15,2025-05-16 11:42:37,https://open.yukon.ca/information/publications/2022–23-budget,57163
information,2022–23 Operation and maintenance and capital estimates,"These budget documents represent the final printed publications which are the official record.
Prepared by the Department of Finance under the direction of Management Board.
1st Session of the 35th Legislature
Yukon Legislative Assembly
March 2022
Whitehorse, Yukon",Government and politics,"2022,2022-23,operation and maintenance main estimates,publication",Online Communications and Products Analyst,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2023-03-03 09:14:36,2023-03-03 11:00:28,https://open.yukon.ca/information/publications/2022–23-operation-and-maintenance-and-capital-estimates-0,57169
information,2022–23 Additional information and statistics,"This supplementary information was prepared by each department. It was released at the same time as the 2022–23 Budget.

For further details contact departments.",Government and politics,"2022,2022-23,additional information and statistics,publication",Online Communications and Products Analyst,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2023-03-03 09:57:24,2023-03-03 10:07:42,https://open.yukon.ca/information/publications/2022–23-additional-information-and-statistics,57205
information,2022–23 Supplementary estimates no. 1,"Prepared by the Department of Finance under the direction of Management Board.

1st Session of the 35th Legislature
Yukon Legislative Assembly
October 2022
Whitehorse, Yukon",Government and politics,"2022,2022-23,publication,supplementary estimates 1",Online Communications and Products Analyst,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2023-03-03 10:44:00,2023-03-03 10:55:33,https://open.yukon.ca/information/publications/2022–23-supplementary-estimates-no-1,57216
information,2022–23 Supplementary estimates no. 2,"Prepared by the Department of Finance under the direction of Management Board.

1st Session of the 35th Legislature
Yukon Legislative Assembly
March 2023
Whitehorse, Yukon",Government and politics,"2022,2022-23,publication,supplementary estimates 2",Online Communications and Products Analyst,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2023-03-03 11:03:56,2023-03-03 11:19:48,https://open.yukon.ca/information/publications/2022–23-supplementary-estimates-no-2,57230
information,Yukon Bathymetry Maps and Data,"*Distributed by Yukon department of environment from 1990s to 2010s*

The *Yukon Bathymetry Maps* and associated data have been removed from distribution due to excessively poor accuracy. This record remains in Open Data so there is a public record of the removal, the reasons for removal, and to provide a landing page for people searching for it.",Science and technology,data,Environment Geomatics Unit,env-geo-unit@yukon.ca,Environment,"ENV - Technology, Innovation, and Mapping",,,english,OGL-Yukon-2.0,No,information_or_record_available_to_public_without_access_request,2023-03-07 13:10:27,2023-03-08 16:49:28,https://open.yukon.ca/information/publications/yukon-bathymetry-maps-and-data,57267
information,Cannabis Wholesale Price List,These documents are the monthly wholesale cannabis price lists for products carried by the Yukon Liquor Corporation.,Economics and industry,"business,price",Yukon Liquor Corporation,yukon.liquor@yukon.ca,Yukon Liquor Corporation,Yukon Liquor Corporation,,,,OGL-Yukon-2.0,,,2023-04-12 11:46:15,2023-04-13 12:11:33,https://open.yukon.ca/information/publications/cannabis-wholesale-price-list,57349
information,2 Wholesale liquor price lists,Wholesale liquor pricing by the Yukon Liquor Corporation,Economics and industry,"liquor,price,wholesale",Yukon Liquor Corporation,yukon.liquor@yukon.ca,Yukon Liquor Corporation,Yukon Liquor Corporation,,,,OGL-Yukon-2.0,,,2023-04-13 10:25:53,2024-01-27 15:55:07,https://open.yukon.ca/information/publications/2-wholesale-liquor-price-lists,57371
information,Yukon Liquor Corporation special order liquor price lists,These documents are  special order liquor price lists for products that can be ordered from the Yukon Liquor Corporation.,Economics and industry,"liquor,price",Yukon Liquor Corporation,Yukon.liquor@yukon.ca,Yukon Liquor Corporation,Yukon Liquor Corporation,,,,OGL-Yukon-2.0,,,2023-04-13 11:12:52,2024-01-27 15:51:53,https://open.yukon.ca/information/publications/yukon-liquor-corporation-special-order-liquor-price-lists,57390
information,Yukon Liquor Corporation retail liquor price lists,These documents are retail liquor price lists for products that can be ordered from the Yukon Liquor Corporation.,Economics and industry,"liquor,price",Yukon Liquor Corporation,Yukon.liquor@yukon.ca,Yukon Liquor Corporation,Yukon Liquor Corporation,,,,OGL-Yukon-2.0,,,2023-04-13 11:47:09,2024-01-27 15:54:46,https://open.yukon.ca/information/publications/yukon-liquor-corporation-retail-liquor-price-lists,57409
information,Yukon Liquor Corporation maximum off-sales liquor price lists,These documents are maximum off-sales  liquor price lists for products that can be ordered from the Yukon Liquor Corporation.,Economics and industry,"liquor,price",Yukon Liquor Corporation,Yukon.liquor@yukon.ca,Yukon Liquor Corporation,Yukon Liquor Corporation,,,,OGL-Yukon-2.0,,,2023-04-13 12:13:14,2024-01-27 15:54:57,https://open.yukon.ca/information/publications/yukon-liquor-corporation-maximum-sales-liquor-price-lists,57428
information,2023 Spring Sitting of the First Session - Briefing Note Binders,These briefing note binders were prepared by each department and provided to the respective Minister for the 2023 Spring Sitting of the First Session.,Government and politics,"2023,briefing binders,briefing notes,session binders,session notes,spring session",Executive Council Office / Policy and Planning,eco-policyunit@yukon.ca,Executive Council Office,Executive Council Office,,,english,OGL-Yukon-2.0,,,2023-07-07 12:01:52,2024-07-30 13:12:08,https://open.yukon.ca/information/publications/2023-spring-sitting-first-session-briefing-note-binders,57587
information,Water Resources Audit Reports,Water Resources Audits are conducted to assess the potential impacts to surface and groundwater quality and quantity from various undertakings that use or deposit waste to water.,Nature and environment,"assessment,licence,mining,water",Tyler Williams,tyler.williams@yukon.ca,Environment,"Department of Environment, Water Resources Branch",,,,OGL-Yukon-2.0,,,2023-07-21 10:35:00,2025-05-22 09:27:32,https://open.yukon.ca/information/publications/water-resources-audit-reports,57623
information,2022–23 Supplementary estimates no. 3,"Prepared by the Department of Finance under the direction of Management Board.

1st Session of the 35th Legislature
Yukon Legislative Assembly
October 2023
Whitehorse, Yukon",Government and politics,"2022-23,2023,publication,supplementary estimates 3",Online Communications and Products Analyst,Michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,,,2023-10-04 15:04:04,2023-10-04 15:25:20,https://open.yukon.ca/information/publications/2022–23-supplementary-estimates-no-3,57753
information,2021–22 Public Accounts,"Government of Yukon 2021–22 Yukon Public Accounts.
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 35th Legislature, Yukon Legislative Assembly. October 2022, Whitehorse, Yukon.",Government and politics,"2021,2021-22,public accounts,publication",Online Communications and Products Analyst,Michal.wojcik@yukon.ca,Finance,Finance,,,,OGL-Yukon-2.0,Yes,,2023-11-23 09:56:37,2025-05-16 11:42:17,https://open.yukon.ca/information/publications/2021–22-public-accounts,59367
information,2022–23 Public Accounts,"Public Accounts for the Government of Yukon 2022–23 Budget.
This document was prepared by the Department of Finance under the direction of the Office of the Comptroller for the 1st Session of the 35th Legislature, Yukon Legislative Assembly. November 2023, Whitehorse, Yukon.",Government and politics,"2022,2022-23,public accounts,publication",Online Communications and Products Analyst,Michal.wojcik@yukon.ca,Finance,Finance,,,,OGL-Yukon-2.0,Yes,,2023-11-28 08:35:35,2025-05-16 11:42:44,https://open.yukon.ca/information/publications/2022–23-public-accounts,59390
information,2020 Yukon non-profit organization COVID-19 impact survey report,A survey for non-profit organizations measured the financial and operational impacts of the COVID-19 pandemic on the non-profit sector. This report summarizes the results. Tourism and Culture.,,,,,Health and Social Services,,,,,OGL-Yukon-2.0,,,2023-11-29 11:52:36,2023-11-29 11:54:01,https://open.yukon.ca/information/publications/2020-yukon-non-profit-organization-covid-19-impact-survey-report,59415
